"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Team player formation","type_value_Captain","type_value_Team kit","type_value_Jersey number","type_value_Resume","type_value_Team formation","type_value_Player position","type_value_Involved","type_value_Direction of Play","type_value_Pass End Y","type_value_Angle","type_value_Kick Off","type_value_Pass End X","type_value_Length","type_value_Zone","type_value_Long ball","type_value_Launch","type_value_Head pass","type_value_Lay-off","type_value_None","type_value_Switch of play","type_value_Chipped","type_value_Direct","type_value_Shove/push","type_value_Foul","type_value_Opposite related event ID","type_value_Offensive","type_value_Defensive","type_value_Not visible","type_value_Free kick taken","type_value_Cross","type_value_Throw-in","type_value_Head","type_value_Leading to attempt","type_value_GK Y Coordinate","type_value_Goal mouth z coordinate","type_value_Goal mouth y coordinate","type_value_Regular play","type_value_Blocked","type_value_Low left","type_value_Individual Play","type_value_GK X blocked","type_value_Out of box-centre","type_value_Blocked y co-ordinate","type_value_Blocked x co-ordinate","type_value_Left footed","type_value_Def block","type_value_Blocked
Pass","type_value_Attempted Tackle","type_value_Out of play","type_value_Assist","type_value_Intentional
assist","type_value_Right footed","type_value_Volley","type_value_Close high","type_value_Related event ID","type_value_Assisted","type_value_Box-centre","type_value_High","type_value_Goal Kick","type_value_Flick-on","type_value_Low","type_value_High claim","type_value_Right","type_value_Left","type_value_In-swinger","type_value_Corner taken","type_value_Keeper Throw","type_value_Over-arm","type_value_Blocked cross","type_value_Out-swinger","type_value_Low centre","type_value_Overrun","type_value_Throw-in set
piece","type_value_First Touch","type_value_Box-left","type_value_Fast Break","type_value_Last line","type_value_From corner","type_value_High left","type_value_Strong","type_value_Hands","type_value_Parried safe","type_value_Diving","type_value_Players caught offside","type_value_Indirect","type_value_Review","type_value_Goal disallowed","type_value_Feet","type_value_Parried danger","type_value_Through ball","type_value_Coach ID","type_value_Dissent","type_value_Yellow Card","type_value_Box-right","type_value_Low right","type_value_Gk kick from hands","type_value_Shirt Pull/Holding","type_value_End type","type_value_Tactical","type_value_Formation slot","type_value_Detailed Position ID","type_value_Position Side ID","type_value_Pass was deemed a 2nd assist - 2nd assist player to assist a goal","type_value_Big Chance","type_value_2nd assisted","type_value_2nd related
event ID","type_value_Other body part","type_value_Injury","type_value_Red card","type_value_Serious Foul","type_value_Captain change","type_value_Pull Back","type_value_Close left","type_value_Overhit Cross","type_value_Fantasy
Assisted By","type_value_Small box- centre","type_value_Own goal","type_value_Assist Team","type_value_Fantasy Assist Type","type_value_High centre","type_value_Collected","type_value_Close right","type_value_Small box-left","type_value_Hit Left Post","type_value_Solo run","type_value_Hit Woodwork","type_value_Not past goal line","type_value_Game end","value_Team player formation","value_Captain","value_Team kit","value_Jersey number.x","value_Resume","value_Team formation","value_Player position","value_Involved","value_Direction of Play","value_Pass End Y","value_Angle","value_Kick Off","value_Pass End X","value_Length","value_Zone","value_Long ball","value_Launch","value_Head pass","value_Lay-off","value_None","value_Switch of play","value_Chipped","value_Direct","value_Shove/push","value_Foul","value_Opposite related event ID","value_Offensive","value_Defensive","value_Not visible","value_Free kick taken","value_Cross","value_Throw-in","value_Head","value_Leading to attempt","value_GK Y Coordinate","value_Goal mouth z coordinate","value_Goal mouth y coordinate","value_Regular play","value_Blocked","value_Low left","value_Individual Play","value_GK X blocked","value_Out of box-centre","value_Blocked y co-ordinate","value_Blocked x co-ordinate","value_Left footed","value_Def block","value_Blocked
Pass","value_Attempted Tackle","value_Out of play","value_Assist","value_Intentional
assist","value_Right footed","value_Volley","value_Close high","value_Related event ID","value_Assisted","value_Box-centre","value_High","value_Goal Kick","value_Flick-on","value_Low","value_High claim","value_Right","value_Left","value_In-swinger","value_Corner taken","value_Keeper Throw","value_Over-arm","value_Blocked cross","value_Out-swinger","value_Low centre","value_Overrun","value_Throw-in set
piece","value_First Touch","value_Box-left","value_Fast Break","value_Last line","value_From corner","value_High left","value_Strong","value_Hands","value_Parried safe","value_Diving","value_Players caught offside","value_Indirect","value_Review","value_Goal disallowed","value_Feet","value_Parried danger","value_Through ball","value_Coach ID","value_Dissent","value_Yellow Card","value_Box-right","value_Low right","value_Gk kick from hands","value_Shirt Pull/Holding","value_End type","value_Tactical","value_Formation slot","value_Detailed Position ID","value_Position Side ID","value_Pass was deemed a 2nd assist - 2nd assist player to assist a goal","value_Big Chance","value_2nd assisted","value_2nd related
event ID","value_Other body part","value_Injury","value_Red card","value_Serious Foul","value_Captain change","value_Pull Back","value_Close left","value_Overhit Cross","value_Fantasy
Assisted By","value_Small box- centre","value_Own goal","value_Assist Team","value_Fantasy Assist Type","value_High centre","value_Collected","value_Close right","value_Small box-left","value_Hit Left Post","value_Solo run","value_Hit Woodwork","value_Not past goal line","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
2,0,0,"4grc9qgcvusllap8h5j6gc5h5",0,0,"FirstHalf","Start","Successful",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2764021823,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right to Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",1,NA,NA,NA,"CD Tenerife",0,0,0,NA,1,1,"CD Tenerife",1,NA,NA,NA
3,0,0,"c2v5gyres2yaemc7t3ns323bj",0,0,"FirstHalf","Start","Successful",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2764021819,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left to Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD Tenerife","home","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",2,NA,NA,NA,"Levante UD",0,0,0,NA,2,1,"CD Tenerife",2,NA,NA,NA
4,0,0,"c2v5gyres2yaemc7t3ns323bj",53.235,33.932,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"ec26i7ddimq76bit2zz8fbsnp",26.985,40.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2764021835,1,"Angel Rodriguez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,213,279,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"59.5","2.90","S","25.7","27.0","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD Tenerife","home","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",3,0.01689528,0.01132376,-0.00557152,"Levante UD",-26.5169572591731,0,166.034651854661,"A. Rodriguez",3,1,"CD Tenerife",3,"LMF","442",9
5,0,2,"c2v5gyres2yaemc7t3ns323bj",26.985,40.46,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"aqbxh3llvfuwh2pty35htj8wl",66.99,18.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333333333333333,2764021849,1,"Jose Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,213,NA,140,212,56,1,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.0","5.78",NA,"63.8","45.7","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD Tenerife","home","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",4,0.01132376,0.01935132,0.00802756,"Levante UD",37.1800591460691,0,-28.9176190516616,"J. Leon",4,1,"CD Tenerife",4,"LCD","442",4
6,0,7,"c2v5gyres2yaemc7t3ns323bj",68.67,19.448,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"7jyumaakrro4umaxyy09cjbsa",61.11,23.256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116666666666667,2764021855,1,"Luismi Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,213,NA,140,212,56,NA,NA,3,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"34.2","2.67",NA,"58.2","8.5","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD Tenerife","home","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",5,0.01935132,0.01935132,0,"Levante UD",-6.04986114647225,0,153.265435176945,"L. Cruz",5,1,"CD Tenerife",5,"RMF","442",11
7,0,9,"c2v5gyres2yaemc7t3ns323bj",61.32,23.256,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"atks1o8ejrszq8nsdx5snmdhx",65.205,24.072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,2764021861,1,"Enric Gallego",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,213,NA,140,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"35.4","0.21",NA,"62.1","4.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD Tenerife","home","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",6,NA,NA,NA,"Levante UD",3.9672318061432,0,11.8618978596504,"E. Gallego",6,1,"CD Tenerife",6,"ST","442",18
3,0,10,"4grc9qgcvusllap8h5j6gc5h5",37.38,51.068,"FirstHalf","BallTouch","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",37.38,51.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.166666666666667,2764021863,61,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",7,NA,NA,NA,"CD Tenerife",0,0,0,"G. Kochorashvili",7,2,"Levante UD",7,"CM","442",6
4,0,12,"4grc9qgcvusllap8h5j6gc5h5",31.29,47.396,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"a91clevckra05nq55e1ztezmd",69.825,39.984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2764021881,1,"Oriol Rey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,213,NA,140,212,56,1,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"58.8","6.09",NA,"66.5","39.2","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",8,NA,NA,NA,"CD Tenerife",39.2370295339684,0,-10.8875674830071,"O. Rey",8,2,"Levante UD",8,"CMF","442",20
8,0,12,"c2v5gyres2yaemc7t3ns323bj",39.585,25.296,"FirstHalf","Pass","Unsuccessful",NA,NA,NA,NA,NA,"aqbxh3llvfuwh2pty35htj8wl",58.59,26.248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,2764021885,1,"Jose Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,213,NA,140,212,56,1,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38.6","0.05",NA,"55.8","19.0","Center",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CD Tenerife","home","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",9,NA,NA,NA,"Levante UD",18.9385626121596,0,2.86766789965057,"J. Leon",9,2,"Levante UD",9,"LCD","442",4
5,0,15,"4grc9qgcvusllap8h5j6gc5h5",56.7,47.124,"FirstHalf","BallRecovery","Successful",NA,NA,NA,NA,NA,"6disrpsqjrkg0ye06a5y6box5",56.7,47.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,2764021891,49,"G. Kochorashvili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","0 : 3","2025-01-07","Estadio Heliodoro Rodríguez Lopéz","LALIGA HYPERMOTION","2024/2025",10,NA,NA,NA,"CD Tenerife",0,0,0,"G. Kochorashvili",10,2,"Levante UD",10,"CM","442",6
