"eventId","minute","second","teamId","x","y","period","type","outcomeType","qualifiers.type.value","qualifiers.type.displayName","qualifiers.value","satisfiedEventsTypes","isTouch","playerId","endX","endY","blockedX","blockedY","goalMouthZ","goalMouthY","isShot","relatedEventId","relatedPlayerId","isGoal","cardType","isOwnGoal","cumulative_mins","id","typeId","name","assist","type_value_Jersey number","type_value_Player position","type_value_Team formation","type_value_Involved","type_value_Team kit","type_value_Team player formation","type_value_Resume","type_value_Captain","type_value_Direction of Play","type_value_Kick Off","type_value_Pass End X","type_value_Angle","type_value_Pass End Y","type_value_Length","type_value_Zone","type_value_Long ball","type_value_Chipped","type_value_Opposite related event ID","type_value_Defensive","type_value_Offensive","type_value_Head pass","type_value_Blocked
Pass","type_value_Launch","type_value_Not visible","type_value_Throw-in","type_value_None","type_value_Cross","type_value_Blocked cross","type_value_Head","type_value_Foul","type_value_Attempted Tackle","type_value_Direct","type_value_Out of box-centre","type_value_GK Y Coordinate","type_value_Goal mouth z coordinate","type_value_Blocked y co-ordinate","type_value_Low centre","type_value_Free kick","type_value_Right footed","type_value_Blocked x co-ordinate","type_value_Goal mouth y coordinate","type_value_GK X blocked","type_value_Blocked","type_value_Def block","type_value_Lay-off","type_value_Switch of play","type_value_Shirt Pull/Holding","type_value_Free kick taken","type_value_Out of play","type_value_Assist","type_value_Intentional
assist","type_value_Related event ID","type_value_Regular play","type_value_Six yard blocked","type_value_Box-centre","type_value_Assisted","type_value_First Touch","type_value_Keeper Throw","type_value_Left","type_value_Corner taken","type_value_In-swinger","type_value_From corner","type_value_High Right","type_value_Low","type_value_Goal Kick","type_value_Straight","type_value_Out-swinger","type_value_Pull Back","type_value_Big Chance","type_value_Hands","type_value_Standing","type_value_Collected","type_value_Small box-right","type_value_Volley","type_value_Parried safe","type_value_Through ball","type_value_Over-arm","type_value_Right","type_value_Left footed","type_value_Low right","type_value_Flick-on","type_value_Individual Play","type_value_Low left","type_value_Shove/push","type_value_Overrun","type_value_Box-deep left","type_value_High centre","type_value_Caught","type_value_High claim","type_value_Gk kick from hands","type_value_Own Player","type_value_Own Shot Blocked","type_value_Not past goal line","type_value_High","type_value_Hand","type_value_End type","type_value_Tactical","type_value_Position Side ID","type_value_Detailed Position ID","type_value_Formation slot","type_value_Players caught offside","type_value_Indirect","type_value_Stooping","type_value_Yellow Card","type_value_Box-right","type_value_Diving","type_value_Fantasy Assist Type","type_value_Small box- centre","type_value_Assist Team","type_value_Fantasy
Assisted By","type_value_Fast Break","type_value_Overhit Cross","type_value_Set piece","type_value_Reaching","type_value_Parried danger","type_value_Captain change","type_value_Swerve Left","type_value_Game end","value_Jersey number.x","value_Player position","value_Team formation","value_Involved","value_Team kit","value_Team player formation","value_Resume","value_Captain","value_Direction of Play","value_Kick Off","value_Pass End X","value_Angle","value_Pass End Y","value_Length","value_Zone","value_Long ball","value_Chipped","value_Opposite related event ID","value_Defensive","value_Offensive","value_Head pass","value_Blocked
Pass","value_Launch","value_Not visible","value_Throw-in","value_None","value_Cross","value_Blocked cross","value_Head","value_Foul","value_Attempted Tackle","value_Direct","value_Out of box-centre","value_GK Y Coordinate","value_Goal mouth z coordinate","value_Blocked y co-ordinate","value_Low centre","value_Free kick","value_Right footed","value_Blocked x co-ordinate","value_Goal mouth y coordinate","value_GK X blocked","value_Blocked","value_Def block","value_Lay-off","value_Switch of play","value_Shirt Pull/Holding","value_Free kick taken","value_Out of play","value_Assist","value_Intentional
assist","value_Related event ID","value_Regular play","value_Six yard blocked","value_Box-centre","value_Assisted","value_First Touch","value_Keeper Throw","value_Left","value_Corner taken","value_In-swinger","value_From corner","value_High Right","value_Low","value_Goal Kick","value_Straight","value_Out-swinger","value_Pull Back","value_Big Chance","value_Hands","value_Standing","value_Collected","value_Small box-right","value_Volley","value_Parried safe","value_Through ball","value_Over-arm","value_Right","value_Left footed","value_Low right","value_Flick-on","value_Individual Play","value_Low left","value_Shove/push","value_Overrun","value_Box-deep left","value_High centre","value_Caught","value_High claim","value_Gk kick from hands","value_Own Player","value_Own Shot Blocked","value_Not past goal line","value_High","value_Hand","value_End type","value_Tactical","value_Position Side ID","value_Detailed Position ID","value_Formation slot","value_Players caught offside","value_Indirect","value_Stooping","value_Yellow Card","value_Box-right","value_Diving","value_Fantasy Assist Type","value_Small box- centre","value_Assist Team","value_Fantasy
Assisted By","value_Fast Break","value_Overhit Cross","value_Set piece","value_Reaching","value_Parried danger","value_Captain change","value_Swerve Left","value_Game end","teamName","h_a","ft","timeStamp","venueName","competition","season","index","start_zone_value_xT","end_zone_value_xT","xT","oppositionTeamName","prog_pass","prog_carry","pass_or_carry_angle","shortName","event_index","possession_id","possession_team","row_number","formation_position","formation_name","value_Jersey number.y"
2,0,0,"26fes5ubaeq0fk1nay2pj2ob2",0,0,"FirstHalf","Start","Successful",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2740399953,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Left to Right",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",1,NA,NA,NA,"Levante UD",0,0,0,NA,1,1,"Granada CF",1,NA,NA,NA
2,0,0,"4grc9qgcvusllap8h5j6gc5h5",0,0,"FirstHalf","Start","Successful",NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2740399931,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Right to Left",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Levante UD","away","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",2,NA,NA,NA,"Granada CF",0,0,0,NA,2,1,"Granada CF",2,NA,NA,NA
3,0,0,"26fes5ubaeq0fk1nay2pj2ob2",52.395,33.932,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"exgk5o5lerftfexk419xbob9",41.37,38.964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2740399997,1,"M. Uzuni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,140,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S","39.4","2.71","57.3","12.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",3,0.01689528,0.01262646,-0.00426882,"Levante UD",-11.2182918761496,0,155.467226757253,"M. Uzuni",3,1,"Granada CF",3,"ST","442",10
3.5,0,2.5,"26fes5ubaeq0fk1nay2pj2ob2",41.37,38.964,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"bh4a2zneilpvi1t7etuhkfl61",39.69,34.272,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,0.0416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",4,0.01262646,0.01262646,0,"Levante UD",0,-1.48723057758745,-109.700224905954,NA,4,1,"Granada CF",4,"CMF","442",8
4,0,5,"26fes5ubaeq0fk1nay2pj2ob2",39.69,34.272,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"bh4a2zneilpvi1t7etuhkfl61",28.455,18.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833333333333333,2740400041,1,"Gonzalo Villar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27.1","4.09","27.6","19.1","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",5,0.01262646,0.01110462,-0.00152184,"Levante UD",-12.735258910449,0,-125.929029191439,"G. Villar",5,1,"Granada CF",5,"CMF","442",8
5,0,8,"26fes5ubaeq0fk1nay2pj2ob2",29.19,19.38,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"9z86sxoh0lek4g80lvvhxivpw",15.015,30.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.133333333333333,2740400089,1,"O. Oppong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.3","2.49","44.3","17.8","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",6,0.01110462,0.01082722,-0.000277400000000001,"Levante UD",-12.8615702109907,0,142.839541307032,"O. Oppong",6,1,"Granada CF",6,"RCD","442",28
5.5,0,9.5,"26fes5ubaeq0fk1nay2pj2ob2",15.015,30.124,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"cvcyevmxcd2ly0yoxi0djquol",15.015,33.184,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,0.158333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",7,0.01082722,0.01082722,0,"Levante UD",0,0.0797386882073852,90,NA,7,1,"Granada CF",7,"GK","442",25
6,0,11,"26fes5ubaeq0fk1nay2pj2ob2",15.015,33.184,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"cvcyevmxcd2ly0yoxi0djquol",22.785,55.828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.183333333333333,2740400129,1,"Diego Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21.7","1.24","82.1","23.9","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",8,0.01082722,0.00942382,-0.0014034,"Levante UD",4.92538326984598,0,71.0609957397599,"D. Marino",8,1,"Granada CF",8,"GK","442",25
6.5,0,12.5,"26fes5ubaeq0fk1nay2pj2ob2",22.785,55.828,"FirstHalf","Carry","Successful",999,"takeOns","0",NA,TRUE,"6x42rn7aburucovfe7mke9ld6",24.255,51.476,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,0.208333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",9,0.00942382,0.00942382,0,"Levante UD",0,2.44875600467428,-71.3362794882563,NA,9,1,"Granada CF",9,"LCD","442",4
7,0,14,"26fes5ubaeq0fk1nay2pj2ob2",24.255,51.476,"FirstHalf","Pass","Successful",NA,NA,NA,NA,NA,"6x42rn7aburucovfe7mke9ld6",14.91,36.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.233333333333333,2740400171,1,"Miguel Rubio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,213,141,212,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14.2","4.15","54.0","17.5","Back",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Granada CF","home","1 : 2","2024-10-27","Estadio Nuevo Los Cármenes","LALIGA HYPERMOTION","2024/2025",10,0.00942382,0.01082722,0.0014034,"Levante UD",-7.51649134185085,0,-122.346150213973,"M. Rubio",10,1,"Granada CF",10,"LCD","442",4
